,chA,chB,pA,pB,d,score
391,ADC,ADC,0.2,0.1,wooters_distance,0.3072297163396676
392,ADC,ADC,0.2,0.0,trace_distance,0.0732797382887817
393,ADC,ADC,0.2,0.0,fidelity,0.9301358424665159
394,ADC,ADC,0.2,0.0,affinity,0.9639982302174538
395,ADC,ADC,0.2,0.0,wooters_distance,0.24129962071718483
396,ADC,ADC,0.1,1.0,trace_distance,0.622778036242141
397,ADC,ADC,0.1,1.0,fidelity,0.5182964478853613
398,ADC,ADC,0.1,1.0,affinity,0.5182964478853612
399,ADC,ADC,0.1,1.0,wooters_distance,0.757743619873581
400,ADC,ADC,0.1,0.9,trace_distance,0.5161260792610168
401,ADC,ADC,0.1,0.9,fidelity,0.6328947757231974
402,ADC,ADC,0.1,0.9,affinity,0.7013237542511778
403,ADC,ADC,0.1,0.9,wooters_distance,0.6236447985605181
404,ADC,ADC,0.1,0.8,trace_distance,0.4528909269280948
405,ADC,ADC,0.1,0.8,fidelity,0.6853509774838513
406,ADC,ADC,0.1,0.8,affinity,0.7649965901424949
407,ADC,ADC,0.1,0.8,wooters_distance,0.5680493840931619
408,ADC,ADC,0.1,0.7000000000000001,trace_distance,0.3937693565752949
409,ADC,ADC,0.1,0.7000000000000001,fidelity,0.7307310551648944
410,ADC,ADC,0.1,0.7000000000000001,affinity,0.8117536868008668
411,ADC,ADC,0.1,0.7000000000000001,wooters_distance,0.5200963281098745
412,ADC,ADC,0.1,0.6000000000000001,trace_distance,0.33739014714715393
413,ADC,ADC,0.1,0.6000000000000001,fidelity,0.7707231033439026
414,ADC,ADC,0.1,0.6000000000000001,affinity,0.8491912098718851
415,ADC,ADC,0.1,0.6000000000000001,wooters_distance,0.47665646139228907
416,ADC,ADC,0.1,0.5,trace_distance,0.2821298521805049
417,ADC,ADC,0.1,0.5,fidelity,0.809699206674238
418,ADC,ADC,0.1,0.5,affinity,0.8808322155680676
419,ADC,ADC,0.1,0.5,wooters_distance,0.4310805782358455
420,ADC,ADC,0.1,0.4,trace_distance,0.23259724535563067
421,ADC,ADC,0.1,0.4,fidelity,0.841145933443917
422,ADC,ADC,0.1,0.4,affinity,0.9053092450183352
423,ADC,ADC,0.1,0.4,wooters_distance,0.39419914117503013
424,ADC,ADC,0.1,0.30000000000000004,trace_distance,0.17981483113915644
425,ADC,ADC,0.1,0.30000000000000004,fidelity,0.873398448416344
426,ADC,ADC,0.1,0.30000000000000004,affinity,0.9282951410475276
427,ADC,ADC,0.1,0.30000000000000004,wooters_distance,0.35331722096269785
428,ADC,ADC,0.1,0.2,trace_distance,0.12637822629998116
429,ADC,ADC,0.1,0.2,fidelity,0.9061640349938002
430,ADC,ADC,0.1,0.2,affinity,0.9492909255635423
431,ADC,ADC,0.1,0.2,wooters_distance,0.3052673185826542
432,ADC,ADC,0.1,0.1,trace_distance,0.07989768563783517
433,ADC,ADC,0.1,0.1,fidelity,0.9356568807953366
434,ADC,ADC,0.1,0.1,affinity,0.9665254799375765
435,ADC,ADC,0.1,0.1,wooters_distance,0.25364338513637535
436,ADC,ADC,0.1,0.0,trace_distance,0.03941871285266746
437,ADC,ADC,0.1,0.0,fidelity,0.965984883533903
438,ADC,ADC,0.1,0.0,affinity,0.9826532910531928
439,ADC,ADC,0.1,0.0,wooters_distance,0.16369936559738738
440,ADC,ADC,0.0,1.0,trace_distance,0.6414538350474269
441,ADC,ADC,0.0,1.0,fidelity,0.49835271884506277
442,ADC,ADC,0.0,1.0,affinity,0.4983527188450627
443,ADC,ADC,0.0,1.0,wooters_distance,0.7871979350373586
444,ADC,ADC,0.0,0.9,trace_distance,0.5299448649814199
445,ADC,ADC,0.0,0.9,fidelity,0.621085516959445
446,ADC,ADC,0.0,0.9,affinity,0.6917364719639458
447,ADC,ADC,0.0,0.9,wooters_distance,0.6256982623945988
448,ADC,ADC,0.0,0.8,trace_distance,0.4566187036125675
449,ADC,ADC,0.0,0.8,fidelity,0.6846632813944159
450,ADC,ADC,0.0,0.8,affinity,0.7633469710811468
451,ADC,ADC,0.0,0.8,wooters_distance,0.5508580654453546
452,ADC,ADC,0.0,0.7000000000000001,trace_distance,0.39679603041148886
453,ADC,ADC,0.0,0.7000000000000001,fidelity,0.7320158276407861
454,ADC,ADC,0.0,0.7000000000000001,affinity,0.8114707873770254
455,ADC,ADC,0.0,0.7000000000000001,wooters_distance,0.49622621446339027
456,ADC,ADC,0.0,0.6000000000000001,trace_distance,0.3369447379721629
457,ADC,ADC,0.0,0.6000000000000001,fidelity,0.7775560264442927
458,ADC,ADC,0.0,0.6000000000000001,affinity,0.8515055221668284
459,ADC,ADC,0.0,0.6000000000000001,wooters_distance,0.44275122725379373
460,ADC,ADC,0.0,0.5,trace_distance,0.27665261726051144
461,ADC,ADC,0.0,0.5,fidelity,0.8190826579959997
462,ADC,ADC,0.0,0.5,affinity,0.8856194006875026
463,ADC,ADC,0.0,0.5,wooters_distance,0.3921484975421507
464,ADC,ADC,0.0,0.4,trace_distance,0.22310060447204574
465,ADC,ADC,0.0,0.4,fidelity,0.8570452681479064
466,ADC,ADC,0.0,0.4,affinity,0.913384786746431
467,ADC,ADC,0.0,0.4,wooters_distance,0.34403388982669303
468,ADC,ADC,0.0,0.30000000000000004,trace_distance,0.16688065487928694
469,ADC,ADC,0.0,0.30000000000000004,fidelity,0.8953715701208963
470,ADC,ADC,0.0,0.30000000000000004,affinity,0.9393037568850832
471,ADC,ADC,0.0,0.30000000000000004,wooters_distance,0.2904251129165563
472,ADC,ADC,0.0,0.2,trace_distance,0.10930747847415455
473,ADC,ADC,0.0,0.2,fidelity,0.9320717707247722
474,ADC,ADC,0.0,0.2,affinity,0.9624276503445713
475,ADC,ADC,0.0,0.2,wooters_distance,0.23026629032525991
476,ADC,ADC,0.0,0.1,trace_distance,0.056183387372559006
477,ADC,ADC,0.0,0.1,fidelity,0.9668874457668889
478,ADC,ADC,0.0,0.1,affinity,0.9824797997326096
479,ADC,ADC,0.0,0.1,wooters_distance,0.15889290402701642
480,ADC,ADC,0.0,0.0,trace_distance,0.011154290633997704
481,ADC,ADC,0.0,0.0,fidelity,1.0
482,ADC,ADC,0.0,0.0,affinity,0.9999999999999999
483,ADC,ADC,0.0,0.0,wooters_distance,0.0
