chA,chB,pA,pB,d,score
ADC,ADC,0.7000000000000001,0.0,trace_distance,0.27050801309387645
ADC,ADC,0.7000000000000001,0.0,fidelity,0.7351812519847089
ADC,ADC,0.7000000000000001,0.0,affinity,0.8549359902449131
ADC,ADC,0.7000000000000001,0.0,wooters_distance,0.5247352329357747
ADC,ADC,0.7000000000000001,0.1,trace_distance,0.27862072289466816
ADC,ADC,0.7000000000000001,0.1,fidelity,0.7276961748961552
ADC,ADC,0.7000000000000001,0.1,affinity,0.850974446679983
ADC,ADC,0.7000000000000001,0.1,wooters_distance,0.5453005888134254
ADC,ADC,0.7000000000000001,0.2,trace_distance,0.28802684882069984
ADC,ADC,0.7000000000000001,0.2,fidelity,0.7257893042749882
ADC,ADC,0.7000000000000001,0.2,affinity,0.8492466981333925
ADC,ADC,0.7000000000000001,0.2,wooters_distance,0.5498637222386983
ADC,ADC,0.7000000000000001,0.30000000000000004,trace_distance,0.3041379873217266
ADC,ADC,0.7000000000000001,0.30000000000000004,fidelity,0.7234587665357677
ADC,ADC,0.7000000000000001,0.30000000000000004,affinity,0.8453410082913623
ADC,ADC,0.7000000000000001,0.30000000000000004,wooters_distance,0.5534465154171885
ADC,ADC,0.7000000000000001,0.4,trace_distance,0.32293421724969457
ADC,ADC,0.7000000000000001,0.4,fidelity,0.7184703838196836
ADC,ADC,0.7000000000000001,0.4,affinity,0.838486545399534
ADC,ADC,0.7000000000000001,0.4,wooters_distance,0.5584925011916851
ADC,ADC,0.7000000000000001,0.5,trace_distance,0.3514775105487309
ADC,ADC,0.7000000000000001,0.5,fidelity,0.7108253154351777
ADC,ADC,0.7000000000000001,0.5,affinity,0.8266089702651516
ADC,ADC,0.7000000000000001,0.5,wooters_distance,0.5650542120522462
ADC,ADC,0.7000000000000001,0.6000000000000001,trace_distance,0.37738336995292027
ADC,ADC,0.7000000000000001,0.6000000000000001,fidelity,0.7009097475881169
ADC,ADC,0.7000000000000001,0.6000000000000001,affinity,0.8125090911757399
ADC,ADC,0.7000000000000001,0.6000000000000001,wooters_distance,0.5734805781926733
ADC,ADC,0.7000000000000001,0.7000000000000001,trace_distance,0.40369940428834866
ADC,ADC,0.7000000000000001,0.7000000000000001,fidelity,0.696318102459942
ADC,ADC,0.7000000000000001,0.7000000000000001,affinity,0.7970836007932324
ADC,ADC,0.7000000000000001,0.7000000000000001,wooters_distance,0.5742091468514748
ADC,ADC,0.7000000000000001,0.8,trace_distance,0.4345745022644059
ADC,ADC,0.7000000000000001,0.8,fidelity,0.6809806609467595
ADC,ADC,0.7000000000000001,0.8,affinity,0.7701340943536287
ADC,ADC,0.7000000000000001,0.8,wooters_distance,0.5819634109972437
ADC,ADC,0.7000000000000001,0.9,trace_distance,0.4625838674871015
ADC,ADC,0.7000000000000001,0.9,fidelity,0.6729443622840979
ADC,ADC,0.7000000000000001,0.9,affinity,0.7386310575816983
ADC,ADC,0.7000000000000001,0.9,wooters_distance,0.5803747715672978
ADC,ADC,0.7000000000000001,1.0,trace_distance,0.5246835823636948
