,chA,chB,pA,pB,d,score
392,ADC,ADC,0.2,0.0,trace_distance,0.07198779499450773
393,ADC,ADC,0.2,0.0,fidelity,0.9307656409026251
394,ADC,ADC,0.2,0.0,affinity,0.9643244330022389
395,ADC,ADC,0.2,0.0,wooters_distance,0.23984810237543322
396,ADC,ADC,0.1,1.0,trace_distance,0.6245940934549687
397,ADC,ADC,0.1,1.0,fidelity,0.5160923719268984
398,ADC,ADC,0.1,1.0,affinity,0.5160923719268983
399,ADC,ADC,0.1,1.0,wooters_distance,0.7600620453215878
400,ADC,ADC,0.1,0.9,trace_distance,0.5192555545177081
401,ADC,ADC,0.1,0.9,fidelity,0.6278620019521196
402,ADC,ADC,0.1,0.9,affinity,0.6967048514065248
403,ADC,ADC,0.1,0.9,wooters_distance,0.6302683518513295
404,ADC,ADC,0.1,0.8,trace_distance,0.45329753066789297
405,ADC,ADC,0.1,0.8,fidelity,0.6848452854749435
406,ADC,ADC,0.1,0.8,affinity,0.7648130396697965
407,ADC,ADC,0.1,0.8,wooters_distance,0.5676857125996073
408,ADC,ADC,0.1,0.7000000000000001,trace_distance,0.39498353707481454
409,ADC,ADC,0.1,0.7000000000000001,fidelity,0.7295686793058899
410,ADC,ADC,0.1,0.7000000000000001,affinity,0.8107955024223594
411,ADC,ADC,0.1,0.7000000000000001,wooters_distance,0.520481610661753
412,ADC,ADC,0.1,0.6000000000000001,trace_distance,0.33417795628871544
413,ADC,ADC,0.1,0.6000000000000001,fidelity,0.7744234947896297
414,ADC,ADC,0.1,0.6000000000000001,affinity,0.8515985443860189
415,ADC,ADC,0.1,0.6000000000000001,wooters_distance,0.47167098363115073
416,ADC,ADC,0.1,0.5,trace_distance,0.28303592805834416
417,ADC,ADC,0.1,0.5,fidelity,0.8060831644929584
418,ADC,ADC,0.1,0.5,affinity,0.8792956216132071
419,ADC,ADC,0.1,0.5,wooters_distance,0.437082408164657
420,ADC,ADC,0.1,0.4,trace_distance,0.2321332310287789
421,ADC,ADC,0.1,0.4,fidelity,0.8396770897911393
422,ADC,ADC,0.1,0.4,affinity,0.9048717622356581
423,ADC,ADC,0.1,0.4,wooters_distance,0.3972321443532936
424,ADC,ADC,0.1,0.30000000000000004,trace_distance,0.17629808551833825
425,ADC,ADC,0.1,0.30000000000000004,fidelity,0.8748392701781947
426,ADC,ADC,0.1,0.30000000000000004,affinity,0.9294163126587378
427,ADC,ADC,0.1,0.30000000000000004,wooters_distance,0.3517737549074627
428,ADC,ADC,0.1,0.2,trace_distance,0.12725447702366516
429,ADC,ADC,0.1,0.2,fidelity,0.9049472769467451
430,ADC,ADC,0.1,0.2,affinity,0.9486785407602426
431,ADC,ADC,0.1,0.2,wooters_distance,0.3069436341697234
432,ADC,ADC,0.1,0.1,trace_distance,0.08137146992706669
433,ADC,ADC,0.1,0.1,fidelity,0.9341611706247743
434,ADC,ADC,0.1,0.1,affinity,0.9657442778097177
435,ADC,ADC,0.1,0.1,wooters_distance,0.2568251482607448
436,ADC,ADC,0.1,0.0,trace_distance,0.03744901866333605
437,ADC,ADC,0.1,0.0,fidelity,0.9665934652475278
438,ADC,ADC,0.1,0.0,affinity,0.9829827248639372
439,ADC,ADC,0.1,0.0,wooters_distance,0.1622605761230221
440,ADC,ADC,0.0,1.0,trace_distance,0.6406162118960325
441,ADC,ADC,0.0,1.0,fidelity,0.5011416244207522
442,ADC,ADC,0.0,1.0,affinity,0.501141624420752
443,ADC,ADC,0.0,1.0,wooters_distance,0.7839551910709223
444,ADC,ADC,0.0,0.9,trace_distance,0.5302631730676445
445,ADC,ADC,0.0,0.9,fidelity,0.6217909272557075
446,ADC,ADC,0.0,0.9,affinity,0.6898968196904169
447,ADC,ADC,0.0,0.9,wooters_distance,0.6253998870860894
448,ADC,ADC,0.0,0.8,trace_distance,0.4591412621731655
449,ADC,ADC,0.0,0.8,fidelity,0.6825023110776556
450,ADC,ADC,0.0,0.8,affinity,0.7618341916431778
451,ADC,ADC,0.0,0.8,wooters_distance,0.553390921260005
452,ADC,ADC,0.0,0.7000000000000001,trace_distance,0.39763087016030646
453,ADC,ADC,0.0,0.7000000000000001,fidelity,0.7292410616632443
454,ADC,ADC,0.0,0.7000000000000001,affinity,0.8102154895588454
455,ADC,ADC,0.0,0.7000000000000001,wooters_distance,0.4995161112695674
456,ADC,ADC,0.0,0.6000000000000001,trace_distance,0.3363291657099192
457,ADC,ADC,0.0,0.6000000000000001,fidelity,0.7772005272664368
458,ADC,ADC,0.0,0.6000000000000001,affinity,0.8515514498479781
459,ADC,ADC,0.0,0.6000000000000001,wooters_distance,0.4432695584711304
460,ADC,ADC,0.0,0.5,trace_distance,0.27953803830058016
461,ADC,ADC,0.0,0.5,fidelity,0.8174691294372297
462,ADC,ADC,0.0,0.5,affinity,0.884330398243387
463,ADC,ADC,0.0,0.5,wooters_distance,0.39462084425102767
464,ADC,ADC,0.0,0.4,trace_distance,0.21698556972736094
465,ADC,ADC,0.0,0.4,fidelity,0.8591134314529381
466,ADC,ADC,0.0,0.4,affinity,0.915242934362886
467,ADC,ADC,0.0,0.4,wooters_distance,0.34099305515978556
468,ADC,ADC,0.0,0.30000000000000004,trace_distance,0.1666379510872162
469,ADC,ADC,0.0,0.30000000000000004,fidelity,0.8947758264843989
470,ADC,ADC,0.0,0.30000000000000004,affinity,0.9390672962358778
471,ADC,ADC,0.0,0.30000000000000004,wooters_distance,0.2908783042937233
472,ADC,ADC,0.0,0.2,trace_distance,0.11073558373048663
473,ADC,ADC,0.0,0.2,fidelity,0.9307130527377662
474,ADC,ADC,0.0,0.2,affinity,0.9617247085586849
475,ADC,ADC,0.0,0.2,wooters_distance,0.23337825685563898
476,ADC,ADC,0.0,0.1,trace_distance,0.06011475739279759
477,ADC,ADC,0.0,0.1,fidelity,0.9645691399977111
478,ADC,ADC,0.0,0.1,affinity,0.9811825450864173
479,ADC,ADC,0.0,0.1,wooters_distance,0.16495473338137676
480,ADC,ADC,0.0,0.0,trace_distance,0.012443539589677864
481,ADC,ADC,0.0,0.0,fidelity,1.0
482,ADC,ADC,0.0,0.0,affinity,0.9999999999999999
483,ADC,ADC,0.0,0.0,wooters_distance,0.0
